-0.475 ,-0.32538405 ,0.019741822   ,0.48       ,0.85821545 ,0.7701601  ,0.7701601  ,0.0
-0.335 ,-0.24161656 ,0.016552735   ,0.48010957 ,0.85821545 ,0.7701601  ,0.6153508  ,0.0
-0.335 ,-0.2626114  ,0.012658691   ,0.47998384 ,0.7701601  ,0.6153508  ,0.3989527  ,0.0
-0.335 ,-0.266307   ,0.008706665   ,0.4799939  ,0.6153508  ,0.3989527  ,0.28535736 ,0.0
-0.335 ,-0.2687165  ,0.004776001   ,0.47999513 ,0.3989527  ,0.28535736 ,0.32003477 ,0.0
-0.335 ,-0.27087986 ,0.0008972168  ,0.47999573 ,0.28535736 ,0.32003477 ,0.363742   ,0.0
-0.335 ,-0.27284846 ,-0.0028900146 ,0.47999603 ,0.32003477 ,0.363742   ,0.6343518  ,0.14389127
-0.235 ,-0.2514238  ,0.003656006   ,0.48015046 ,0.363742   ,0.6343518  ,0.3373765  ,0.32780612
-0.035 ,-0.2852261  ,0.018533325   ,0.48024413 ,0.6343518  ,0.3373765  ,0.27366337 ,0.32091135
-0.035 ,-0.28013134 ,0.025942992   ,0.4799878  ,0.3373765  ,0.27366337 ,0.19665965 ,0.29902974
-0.035 ,-0.2857851  ,0.025106812   ,0.47999236 ,0.27366337 ,0.19665965 ,0.36026156 ,0.26698893
-0.035 ,-0.28964257 ,0.02930603    ,0.4799948  ,0.19665965 ,0.36026156 ,0.41922808 ,0.14560056
-0.035 ,-0.29201663 ,0.033654787   ,0.47999632 ,0.36026156 ,0.41922808 ,0.46227443 ,0.24825479
-0.035 ,-0.29349297 ,0.044943236   ,0.47999725 ,0.41922808 ,0.46227443 ,0.42560178 ,0.43535045
0.065  ,-0.33218935 ,0.06161804    ,0.48011413 ,0.46227443 ,0.42560178 ,0.3629265  ,0.44311717
0.065  ,-0.30752367 ,0.07854919    ,0.4800058  ,0.42560178 ,0.3629265  ,0.36371472 ,0.38335124
0.065  ,-0.30164868 ,0.09271546    ,0.48000306 ,0.3629265  ,0.36371472 ,0.41139182 ,0.23131227
0.065  ,-0.29875672 ,0.09974976    ,0.48000062 ,0.36371472 ,0.41139182 ,0.37496573 ,0.2229399
0.065  ,-0.29734305 ,0.09921265    ,0.4799994  ,0.41139182 ,0.37496573 ,0.38650665 ,0.28260645
0.065  ,-0.29664874 ,0.09055176    ,0.47999877 ,0.37496573 ,0.38650665 ,0.3282138  ,0.12300426
0.065  ,-0.2963005  ,0.07703857    ,0.47999847 ,0.38650665 ,0.3282138  ,0.3506063  ,0.0
0.065  ,-0.29611656 ,0.0648468     ,0.47999847 ,0.3282138  ,0.3506063  ,0.3488747  ,0.0
0.065  ,-0.2960098  ,0.050567627   ,0.47999817 ,0.3506063  ,0.3488747  ,0.44556627 ,0.0
0.065  ,-0.29593897 ,0.03638916    ,0.47999817 ,0.3488747  ,0.44556627 ,0.5699695  ,0.0
0.065  ,-0.29588374 ,0.022436524   ,0.47999817 ,0.44556627 ,0.5699695  ,0.45903632 ,0.0
-0.035 ,-0.26821953 ,0.008752441   ,0.47986236 ,0.5699695  ,0.45903632 ,0.6284673  ,0.0
-0.035 ,-0.28303015 ,-0.0021789551 ,0.47999176 ,0.45903632 ,0.6284673  ,0.5274931  ,0.0
-0.035 ,-0.28791484 ,-0.013076782  ,0.4799939  ,0.6284673  ,0.5274931  ,0.42176932 ,0.0
-0.035 ,-0.29078147 ,-0.0236969    ,0.47999573 ,0.5274931  ,0.42176932 ,0.3933111  ,0.0
-0.035 ,-0.29257023 ,-0.03404541   ,0.47999665 ,0.42176932 ,0.3933111  ,0.49182317 ,0.0
-0.035 ,-0.29368705 ,-0.04477539   ,0.47999725 ,0.3933111  ,0.49182317 ,0.30273122 ,0.14352702
-0.035 ,-0.294385   ,-0.042355347  ,0.47999787 ,0.49182317 ,0.30273122 ,0.31806722 ,0.3453575
-0.035 ,-0.2948207  ,-0.034719847  ,0.47999817 ,0.30273122 ,0.31806722 ,0.41960543 ,0.41074848
0.065  ,-0.33666313 ,-0.031707764  ,0.48011413 ,0.31806722 ,0.41960543 ,0.60080105 ,0.42485055
0.065  ,-0.30922386 ,-0.012667847  ,0.48000672 ,0.41960543 ,0.60080105 ,0.4951733  ,0.45096284
0.065  ,-0.30232495 ,0.0008789062  ,0.48000336 ,0.60080105 ,0.4951733  ,0.48313633 ,0.4589318
0.065  ,-0.2988399  ,0.022888184   ,0.48000032 ,0.4951733  ,0.48313633 ,0.547262   ,0.38257095
0.065  ,-0.29711664 ,0.0365509     ,0.47999877 ,0.48313633 ,0.547262   ,0.46525332 ,0.348749
0.065  ,-0.29626563 ,0.050195314   ,0.47999817 ,0.547262   ,0.46525332 ,0.80757934 ,0.40881357
0.065  ,-0.29584283 ,0.06571045    ,0.47999787 ,0.46525332 ,0.80757934 ,0.46555594 ,0.37261167
0.065  ,-0.29563025 ,0.08030701    ,0.47999755 ,0.80757934 ,0.46555594 ,0.3210845  ,0.2475944
0.065  ,-0.29552144 ,0.090545654   ,0.47999755 ,0.46555594 ,0.3210845  ,0.38710973 ,0.24331607
0.065  ,-0.2954637  ,0.09745483    ,0.47999755 ,0.3210845  ,0.38710973 ,0.4046152  ,0.27046064
0.065  ,-0.2954321  ,0.099768065   ,0.47999755 ,0.38710973 ,0.4046152  ,0.37808052 ,0.1208613
0.065  ,-0.29541415 ,0.098156735   ,0.47999755 ,0.4046152  ,0.37808052 ,0.32729772 ,0.0
0.065  ,-0.29540354 ,0.09100647    ,0.47999755 ,0.37808052 ,0.32729772 ,0.39306557 ,0.0
0.065  ,-0.29539752 ,0.07680969    ,0.47999755 ,0.32729772 ,0.39306557 ,0.39605105 ,0.0
0.065  ,-0.29539457 ,0.062179565   ,0.47999755 ,0.39306557 ,0.39605105 ,0.40157908 ,0.0
0.065  ,-0.2953941  ,0.04755249    ,0.47999755 ,0.39605105 ,0.40157908 ,0.35798338 ,0.0
0.065  ,-0.29539558 ,0.03310852    ,0.47999755 ,0.40157908 ,0.35798338 ,0.3727776  ,0.0
0.065  ,-0.29539907 ,0.01892395    ,0.47999755 ,0.35798338 ,0.3727776  ,0.37707207 ,0.0
0.065  ,-0.29540431 ,0.0050384523  ,0.47999755 ,0.3727776  ,0.37707207 ,0.37733465 ,0.0
-0.035 ,-0.263085   ,-0.008676147  ,0.47985503 ,0.37707207 ,0.37733465 ,0.43323198 ,0.0
-0.035 ,-0.2804378  ,-0.019281005  ,0.47999084 ,0.37733465 ,0.43323198 ,0.6724038  ,0.0
-0.035 ,-0.28617117 ,-0.029916381  ,0.479993   ,0.43323198 ,0.6724038  ,0.59152573 ,0.15142757
-0.035 ,-0.28967133 ,-0.026882935  ,0.47999513 ,0.6724038  ,0.59152573 ,0.99585474 ,0.34682873
-0.035 ,-0.2919122  ,-0.011071777  ,0.47999665 ,0.59152573 ,0.99585474 ,0.9386493  ,0.4075797
-0.035 ,-0.29335845 ,0.0025482178  ,0.47999755 ,0.99585474 ,0.9386493  ,0.59164244 ,0.36844075
-0.035 ,-0.2943015  ,0.019064331   ,0.47999787 ,0.9386493  ,0.59164244 ,0.39991906 ,0.3785583
-0.035 ,-0.29492426 ,0.035824586   ,0.47999847 ,0.59164244 ,0.39991906 ,0.38546935 ,0.44785082
0.065  ,-0.34272942 ,0.05432739    ,0.4801129  ,0.39991906 ,0.38546935 ,0.4426719  ,0.4468505
0.065  ,-0.31229487 ,0.07583618    ,0.48000917 ,0.38546935 ,0.4426719  ,0.43943456 ,0.43268076
0.065  ,-0.30418834 ,0.08894958    ,0.48000488 ,0.4426719  ,0.43943456 ,0.5618028  ,0.3327804
0.065  ,-0.2999587  ,0.10316773    ,0.48000154 ,0.43943456 ,0.5618028  ,0.5970327  ,0.31752452
0.065  ,-0.29784104 ,0.11534119    ,0.4799997  ,0.5618028  ,0.5970327  ,0.6592627  ,0.39216197
0.065  ,-0.29679555 ,0.12711182    ,0.47999877 ,0.5970327  ,0.6592627  ,0.36117426 ,0.3843945
0.065  ,-0.2962892  ,0.14017029    ,0.47999847 ,0.6592627  ,0.36117426 ,0.556377   ,0.30696914
0.065  ,-0.29605266 ,0.15028076    ,0.47999847 ,0.36117426 ,0.556377   ,0.6267959  ,0.11860745
0.065  ,-0.2959508  ,0.15016785    ,0.47999817 ,0.556377   ,0.6267959  ,0.6528977  ,0.0
0.065  ,-0.29591584 ,0.14591065    ,0.47999817 ,0.6267959  ,0.6528977  ,0.6833444  ,0.0
-0.035 ,-0.2611506  ,0.13175659    ,0.4798529  ,0.6528977  ,0.6833444  ,0.44790778 ,0.0
-0.035 ,-0.27982658 ,0.11867066    ,0.47999114 ,0.6833444  ,0.44790778 ,0.47744632 ,0.0
-0.035 ,-0.2860218  ,0.10507202    ,0.47999358 ,0.44790778 ,0.47744632 ,0.35908455 ,0.0
-0.035 ,-0.2898644  ,0.09157715    ,0.47999573 ,0.47744632 ,0.35908455 ,0.2820096  ,0.0
-0.035 ,-0.29234266 ,0.078323364   ,0.47999725 ,0.35908455 ,0.2820096  ,0.25044793 ,0.0
-0.035 ,-0.2939532  ,0.06535645    ,0.47999817 ,0.2820096  ,0.25044793 ,0.50562644 ,0.0
-0.035 ,-0.29500958 ,0.052697755   ,0.47999877 ,0.25044793 ,0.50562644 ,0.34638205 ,0.0
-0.035 ,-0.2957096  ,0.040356446   ,0.4799994  ,0.50562644 ,0.34638205 ,0.55910295 ,0.0
-0.035 ,-0.29617968 ,0.027111817   ,0.4799997  ,0.34638205 ,0.55910295 ,0.2791766  ,0.14596124
-0.035 ,-0.29650092 ,0.027786255   ,0.4799997  ,0.55910295 ,0.2791766  ,0.63426995 ,0.34015512
-0.035 ,-0.29672563 ,0.0413208     ,0.48       ,0.2791766  ,0.63426995 ,0.55444896 ,0.40054914
0.065  ,-0.34673893 ,0.054422      ,0.4801129  ,0.63426995 ,0.55444896 ,0.5385406  ,0.4220007
0.065  ,-0.31476384 ,0.07174988    ,0.48001158 ,0.55444896 ,0.5385406  ,0.4636115  ,0.44524485
0.065  ,-0.3058688  ,0.08439026    ,0.4800064  ,0.5385406  ,0.4636115  ,0.5503227  ,0.4628682
0.065  ,-0.3011677  ,0.10498352    ,0.48000276 ,0.4636115  ,0.5503227  ,0.59704274 ,0.4546888
0.065  ,-0.29879224 ,0.11931457    ,0.4800009  ,0.5503227  ,0.59704274 ,0.41097367 ,0.442442
0.065  ,-0.2976097  ,0.13800964    ,0.48       ,0.59704274 ,0.41097367 ,0.6141077  ,0.44030282
0.065  ,-0.29703233 ,0.15782471    ,0.4799997  ,0.41097367 ,0.6141077  ,0.42333296 ,0.43661803
0.065  ,-0.2967599  ,0.17085266    ,0.4799994  ,0.6141077  ,0.42333296 ,0.37612352 ,0.25843742
