0,0.0,0.0,0.1,0.15,0.15,0.10000001,0.15,0.10000001,0.3,1.0,0.95,1.05,1.05,1.05,1.75
1,0.0,-0.7,-1.4,-2.1
2,0.0,0.2,0.3,0.5,1.2,1.3000001,1.2500001
3,0.0,0.1,-0.6,-0.55,-0.75,-0.05,-0.05,-0.1,-0.2,-0.1,-0.15,-0.15,-0.85,-0.8,-0.75,-0.7,1.1920929e-08,0.10000001,0.05000001,8.195639e-09,0.10000001,-0.59999996,-0.54999995,-0.49999994,-0.6999999,-0.8999999,-0.99999994,-1.05
4,0.0,0.05,7.4505807e-10,0.7,-1.1920929e-08,-0.20000002,-0.4,-0.35,-0.45,-0.45,-0.65,-0.84999996,-1.55,-1.5
5,0.0,-0.2,-0.4,-0.45000002,-0.25000003,-0.95000005,-0.75000006,-1.45,-0.75000006
6,0.0,0.0,0.7,0.75,0.85,0.15000002,0.05000002,-0.65,-0.75,-1.45,-1.5500001
7,0.0,-0.05,-0.75,-0.65,-0.65,-0.75,-0.75,-1.45,-1.4000001
8,0.0,0.7,0.59999996,0.65,-0.050000023,0.04999998,-0.050000023,-0.25000003,-0.25000003,-0.95000005,-0.75000006,-1.45,-1.35
9,0.0,-0.1,-1.4901161e-09,0.7,0.5,0.5,0.5,0.5,0.3,1.0,0.95,1.15,1.1999999
10,0.0,-0.1,0.1,0.05,0.25,0.25,0.45,0.5,0.6,0.6,1.3000001,1.35
11,0.0,-0.05,-7.4505807e-10,-0.7,-0.8,-0.75,-0.85,-0.8,-0.85,-1.0500001,-1.1500001
12,0.0,0.05,0.05,0.05,0.1,0.15,0.10000001,0.3,0.20000002,0.15000002,0.35000002,0.45000002,0.55,-0.14999999,0.55,0.65000004,1.35,0.65000004,0.85,0.15000002,0.20000002,-0.49999997,-0.29999998,-0.09999998,-0.04999998,-0.09999998,-0.79999995,-0.6999999,-0.6999999,-0.5999999,-0.39999992,0.30000007,0.50000006,-0.19999994,-0.24999994,-0.14999995,-0.34999993,-0.34999993,-1.05,-1.25,-1.95,-1.75
13,0.0,-0.2,-0.3,0.39999998,0.49999997,-0.20000003,-0.90000004,-0.85,-0.8,-1.0,-0.3,-0.25,-0.25,-0.2,-0.1,-0.2,-0.25,-0.45,-0.65,0.050000023,0.15000002,0.15000002,-0.04999998,-0.14999998,-0.84999996,-0.9,-1.0,-0.9
14,0.0,-0.05,-0.25,-0.95,-1.65,-1.55
15,0.0,0.0,0.0,0.2,0.9,0.7,0.75,0.55,-0.14999999,-0.04999999,-0.14999999,-0.19999999,-0.19999999,1.1920929e-08,0.050000012,0.25,0.15,0.25,0.05,0.75,0.8,0.6,1.3000001,1.4000001,1.2,1.0,1.0,0.3,0.10000001,0.05000001,8.195639e-09,8.195639e-09,-0.099999994,-0.049999993,0.15,-0.55,-0.55,-0.75,-0.65,-0.7,-0.65,-0.84999996,-1.05,-1.05,-1.0999999,-0.39999992,-0.29999992,-0.19999993,0.50000006,-0.19999994,-0.19999994,-0.14999995,0.5500001,0.45000008,0.35000008,-0.3499999,-1.05,-0.34999996,-0.24999997,-0.04999997,-0.14999998,-0.09999998,-0.79999995,-0.79999995,-0.09999995,0.10000005,5.364418e-08,0.70000005,0.50000006,1.2,1.9000001,2.0
16,0.0,0.05,0.25,0.15,0.35,0.4,-0.29999998,-0.39999998,-1.1,-0.40000004,-0.40000004,-0.40000004,-0.35000002,-0.40000004,-1.1,-0.90000004,-1.1,-1.1
17,0.0,-0.2,-0.9,-0.7,1.1920929e-08,0.7,0.9,1.0,0.9,0.19999997,0.14999998,-0.050000023,-0.75,-1.45,-1.35
18,0.0,-0.7,-0.59999996,-0.79999995,-1.5,-2.2
19,0.0,0.1,-0.1,-0.15,-0.15,0.049999993,0.14999999,0.04999999,-0.65000004,-1.35,-1.45
20,0.0,-0.1,-0.15,-0.10000001,-8.940697e-09,-0.10000001,-0.15,-0.35,-0.25,-0.95,-0.84999996,-0.65,-0.45,-0.55,-0.6,-0.55,-0.65000004,-0.70000005,-0.90000004,-0.90000004,-1.6
21,0.0,0.2,-0.5,-0.5,-0.6,-0.55,0.14999999,0.19999999,-0.5,-0.55,-0.55,-0.55,-0.45000002,-0.55,-1.25,-1.3
22,0.0,0.7,0.5,0.7,0.7,0.65,0.84999996,0.79999995,0.9,0.79999995,0.99999994,1.05,1.0999999
23,0.0,-0.1,-1.4901161e-09,0.049999997,-0.15,-0.85,-0.75,-0.05,-0.1,-0.05,0.15,0.10000001,0.8,0.8,1.0,1.2,1.3000001
24,0.0,-0.2,-0.15,-0.2,-0.9,-0.95,-1.05,-0.84999996,-1.55
25,0.0,0.7,0.59999996,0.49999997,-0.20000003,-0.40000004,-0.45000005,0.24999996,-0.45000005,0.24999996,0.44999996,0.39999995,0.29999995,0.09999995,0.14999995,-0.5500001,-1.2500001,-1.3000001
26,0.0,-0.7,-0.9,-1.1,-1.2
27,0.0,-0.2,-0.9,-1.6,-1.5500001
28,0.0,0.7,1.4,1.35
29,0.0,-0.2,-0.15,-0.15,0.55,-0.14999999,-0.04999999,-0.14999999,-0.35,-0.29999998,-0.49999997,-0.44999996,-0.44999996,-0.49999997,-0.49999997,-0.59999996,-0.49999997,-0.54999995,-0.59999996,-0.39999998,0.3,-0.39999998,-0.59999996,-0.65,-0.45,0.25,0.95,1.15,1.05,1.75,1.55,0.84999996,1.55,1.3499999,1.3999999,0.69999987,0.7999999,0.9999999,0.89999986,0.84999985,0.79999983,0.89999986,0.69999987,0.49999988,0.44999987,0.34999987,0.5499999,0.3499999,0.3499999,1.05,1.0999999,1.3,2.0
30,0.0,0.1,0.15,0.85,1.5500001,1.5000001
31,0.0,-0.7,-0.8,-1.0,-1.05,-1.75
32,0.0,0.05,7.4505807e-10,0.2,0.9,0.9,0.7,0.7,0.9,0.79999995,0.79999995,0.59999996,0.54999995,0.44999996,0.24999996,0.19999996,0.09999996,-4.321337e-08,-4.321337e-08,0.09999996,-4.321337e-08,0.6999999,0.8999999,0.19999991,-8.642674e-08,-0.050000086,-0.75000006,-0.8000001,-0.70000005,-0.6,-0.55,-0.45000002,-0.65000004,-0.70000005,-0.6,0.09999998,0.09999998,-2.0861625e-08,-0.70000005,-0.6,-1.3000001,-1.35,-1.35,-0.65000004,-0.85,-0.90000004,-1.6,-1.65,-1.6,-1.7,-1.8000001,-2.0,-2.0
33,0.0,0.1,0.2,0.9,0.19999997,0.24999997,0.29999998,0.35,1.05,0.34999996,0.44999996,0.65,0.65,0.54999995,0.74999994,0.04999994,-5.8859587e-08,0.04999994,0.14999995,-0.5500001,-0.6500001,-0.6500001,-0.5500001,0.14999993,0.24999993,0.049999926,0.74999994,0.9499999,0.9499999,1.65,1.65,2.35,2.4499998
34,0.0,0.7,1.4,0.7
35,0.0,-0.2,-0.25,0.45,0.39999998,0.19999997,0.39999998,0.34999996,1.05,0.84999996,0.84999996,0.74999994,0.04999994,0.09999994,-5.811453e-08,-0.70000005,-1.4000001,-1.6000001
36,0.0,0.7,0.8,1.0,1.0,0.95,0.75,1.45,1.35
37,0.0,0.0,0.0,0.7,0.5,0.4,0.5,-0.2,-0.15,-0.10000001,-0.15,-0.2,-0.15,-0.15,-0.10000001,-0.10000001,0.59999996,0.49999997,0.29999998,0.24999999,0.29999998,0.35,0.29999998,1.0,1.0,1.1,1.15,1.35,2.05,2.25,2.3
38,0.0,0.1,0.05,-0.15,-0.35,-0.4,-0.4,-0.35,-0.14999999,0.55,0.35000002,0.15000002,0.20000002,0.3,0.5,1.2,1.9000001
39,0.0,-0.05,-0.05,-0.15,-0.050000004,0.049999997,0.25,0.05,0.05,0.1,0.05,-0.05,0.15,-0.049999993,-0.049999993,-0.14999999,-0.14999999,0.55,0.55,0.75,0.05,-0.15,-0.15,-0.15,0.049999993,0.049999993,0.25,0.35,0.35,0.35,0.4,-0.29999998,-0.09999998,2.0861625e-08,0.100000024,0.15000002,-0.04999998,-0.04999998,-0.04999998,-0.09999998,-0.79999995,-0.6999999,-0.8999999,-0.8499999,-0.7499999,-0.69999987,1.3113022e-07,-0.19999987,1.3113022e-07,-0.69999987,-0.69999987,-0.69999987,-0.64999986,-0.69999987,-0.7999999,-1.4999999,-1.4499999,-0.74999994,-0.79999995,-0.9,-1.1,-1.3000001,-1.4000001,-1.6000001,-1.6500001,-1.8500001,-2.0500002,-1.3500001,-1.4500002,-1.4000002,-0.7000002,-0.7000002,-0.9000002,-1.0000002,-1.0000002,-0.9500002,-1.0000002,-0.80000025,-0.7000002,-2.2649765e-07,-0.7000002,-2.2649765e-07,-0.050000228,0.14999977,0.19999976,0.89999974,0.99999976,0.89999974,0.8499997,0.7499997,0.6499997,0.4499997,0.39999968,0.4499997,0.3499997,0.3499997,-0.3500003,-0.5500003,-1.2500004,-0.55000037,-1.2500004
40,0.0,-0.2,-0.15,-0.35,0.35,0.45,1.15,1.05,0.34999996,0.29999995,0.49999994,0.44999993,0.24999993,0.44999993,0.34999993,-0.35000005,-0.45000005,-0.45000005,0.24999996,0.29999995,0.29999995,0.19999996,0.39999995,1.0999999,1.8,1.6999999,2.3999999,2.4999998,2.4999998
41,0.0,-0.1,-0.15,-0.25,0.45,0.39999998,0.34999996,0.29999995,0.39999995,0.49999994,-0.20000006,-0.25000006,-0.05000006,0.6499999,0.44999993,0.24999993,0.14999993,-0.5500001,-0.5500001,-0.6000001,0.09999992,0.09999992,0.14999992,0.049999915,0.74999994,1.4499999,1.4,0.7,-1.1920929e-08,-0.050000012,-0.25,-0.05,-7.4505807e-10,-7.4505807e-10,0.7,0.8,1.5,1.3,1.4,1.4,0.7,0.65,-0.050000023,0.04999998,-0.65000004,-0.75000006,-0.8500001,-0.8000001,-0.10000007,-0.050000068,-0.050000068,-0.75000006,-0.75000006,-0.95000005,-1.0,-0.3,-0.35000002,-0.15000002,-0.05000002,-0.25000003,-0.20000003,-0.40000004,-0.30000004,-0.25000003,-0.15000004,-0.15000004,0.049999963,-0.65000004,-0.70000005,-0.6,-0.6,-0.70000005,-0.90000004,-0.20000003,-0.20000003,-3.2782555e-08,0.099999964,0.049999963,-0.050000038,-0.10000004,-3.8743018e-08,0.04999996,-0.65000004,-0.6,-0.40000004,-0.30000004,-0.40000004,-0.40000004,-0.6,-0.65000004,0.049999963,0.74999994,0.54999995,-0.15000005,-0.20000005,-4.7683717e-08,-0.20000005,-0.40000004,-0.30000004,-0.30000004,-0.10000004
42,0.0,-0.2,-0.15,-0.15,-0.15,-0.10000001,-0.10000001,-0.10000001,0.59999996,0.65,0.59999996,-0.10000004,-0.15000004,-0.050000034,0.14999996,0.099999964,0.19999996,0.24999996,0.049999956,0.14999996,0.099999964,0.099999964,0.099999964,0.14999996,0.34999996,0.44999996,0.65,0.7,0.59999996,0.49999997,0.59999996,0.39999998,0.19999997,-0.5,0.2,0.9,0.19999997,0.09999997,-0.10000003,-0.30000004,-0.10000004,-0.30000004,0.39999995,0.19999994,0.29999995,0.24999996,0.049999956,-0.15000005,-0.10000005,-0.20000005,-0.15000005,-0.20000005,-0.25000006,-0.15000007,-0.15000007,-0.050000064,-6.4074996e-08,-0.70000005,-0.6,-0.70000005,-4.7683717e-08,-0.20000005,-0.30000004,-1.0,-1.0,-0.3,-0.35000002,-0.45000002,-0.5,-0.4,-0.6,-0.70000005,-0.90000004,-0.70000005,-0.70000005,-0.70000005,-0.50000006,-0.5500001,-0.45000008,-0.35000008,-0.45000008,0.24999993,0.049999926,-0.15000008,-0.8500001,-0.9000001,-0.8500001,-0.75000006,-0.05000006,0.6499999,0.44999993,0.39999992,-0.30000007,-0.50000006,-0.6000001,-0.6500001,-0.6000001,-0.50000006,-0.70000005,-4.7683717e-08,0.09999995
43,0.0,-0.2,0.5,0.5,1.2,0.50000006,0.30000007,-0.39999992,-0.44999993,0.25000006,0.95000005,0.95000005,0.85,0.65000004,0.75000006,0.05000006,0.15000007,0.25000006,0.05000006,0.10000006,-0.59999996,-0.49999997,-0.39999998,0.3,1.0,0.3,0.3,0.5,0.3,0.35000002,0.35000002,-0.34999996,-0.29999995,0.40000004,0.20000003,0.40000004,0.35000002,-0.34999996,-0.44999996,0.25000003,0.30000004,0.10000004,-0.099999964,-0.19999996,-0.9,-0.84999996,-0.74999994,-0.74999994,-0.54999995,0.15000005,0.10000005,0.10000005,0.050000053,0.25000006,0.30000007,0.40000007,0.30000007,-0.39999992,0.30000007,-0.39999992,-0.4999999,-1.1999999,-0.49999994,0.20000006,0.30000007,0.10000007,-0.5999999,-1.3,-1.4,-0.7,-0.75,-0.75,-0.55,0.14999999,-0.55,-0.6,-0.55,0.14999999,0.14999999,0.35,-0.35,-1.05,-0.99999994,-0.99999994,-0.29999995,-0.34999996,-0.39999998,-0.29999998,-0.24999999,-0.24999999,-0.19999999,-0.29999998,-1.0,-1.7,-1.0,-1.1,-1.2,-0.50000006,0.19999994,0.09999994,-0.6000001
44,0.0,0.2,0.1,-0.1,-0.05,-0.15,-0.15,0.55,0.55,-0.14999999,-0.24999999,0.45000002,0.25000003,0.45000002,0.5,0.4,-0.29999998,-0.24999999,0.45000002,0.45000002,-0.24999999,-0.45,0.25,0.95,0.24999999,0.35,-0.35,0.35,0.45,0.5,0.3,0.5,0.3,0.4,1.1,1.15,1.1,0.40000004,0.20000003,3.2782555e-08,-0.7,-0.65,-0.59999996,-0.65,-0.54999995,-0.54999995,-0.44999996,-0.65,0.050000023,0.15000002,0.100000024,0.20000002,0.4,-0.29999998,-0.35,0.35,1.05,1.05,0.34999996,0.14999996,-0.55,-1.25,-0.55,-0.55,-0.35000002,-0.40000004,0.29999995,0.34999996,0.14999996,0.14999996,-0.55,-0.65000004,-0.75000006,-0.05000006,-0.15000007,-0.20000006,-0.40000007,-0.45000008,-0.50000006,-0.40000007,-0.6000001,-0.50000006,-0.5500001,-0.6000001,0.09999992,0.7999999,0.69999987,0.7999999,0.09999989,-1.10268594e-07,-1.10268594e-07,-0.7000001,-0.7500001,-0.05000012,-0.15000013,-0.85000014,-0.7500001,-0.6500001,0.049999904,0.7499999,0.5499999
45,0.0,-0.05,-7.4505807e-10,0.05,0.75,0.65,-0.050000023,-0.25000003,0.44999996,0.24999996,0.24999996,0.34999996,0.29999995,0.09999995,-0.10000005,-0.15000005,0.04999995,0.14999995,0.34999993,0.44999993,0.44999993,0.49999994,-0.20000006,-0.20000006,-6.2584874e-08,0.6999999,0.79999995,0.59999996,-0.10000004,-0.15000004,-0.15000004,0.54999995,0.74999994,0.84999996,0.84999996,0.65,0.59999996,0.65,-0.050000023,-2.30968e-08,-0.70000005,-4.7683717e-08,0.19999996,-4.172325e-08,-0.05000004,-0.15000004,-0.85,-0.95000005,-0.25000006,-0.05000006,0.6499999,1.3499999,2.05,1.3499999
46,0.0,0.2,0.1,0.05,0.15,-0.049999993,6.7055224e-09,-0.099999994,-0.19999999,-0.29999998,-0.19999999,-0.39999998,-0.19999997,2.682209e-08,2.682209e-08,-0.19999997,-0.39999998,-0.34999996,-0.34999996,0.35000002,0.15000002,0.20000002,0.20000002,0.25000003,0.30000004,1.0,0.3,0.35000002,0.3,0.20000002,0.4,0.4,-0.29999998,-0.29999998,0.4,0.5,0.7,-1.1920929e-08,-1.1920929e-08,-0.10000001,-0.10000001,0.099999994,0.29999998,0.35,-0.35,-0.25,-0.25,-0.3,-1.0,-0.3,-0.25,-0.15,-0.10000001,-0.05000001,-0.75,-0.65,-0.59999996,-0.54999995,-0.44999996,-0.65,-0.75,-0.75,-0.05,-0.15,-0.25,-0.95,-0.95,-0.84999996,-0.14999996,0.050000038,-0.049999963,-0.74999994,-0.54999995,-0.49999994,-0.59999996,0.10000004,-0.099999964,3.576279e-08,-0.7,-0.7,-0.5,-0.4,0.29999998,0.24999999,-0.45000002,-0.35000002,-0.25000003,-0.20000003,-0.90000004,-0.85,-0.85,-0.15000002,-0.05000002,0.049999982,0.24999999,0.19999999,0.39999998,-0.3,-1.0,-1.2,-0.50000006
47,0.0,0.1,0.2,0.4,-0.29999998,-0.49999997,0.20000003,0.15000004,0.15000004,0.35000002,0.15000002,0.15000002,0.05000002,0.10000002,0.10000002,1.6391278e-08,-0.09999999,-0.14999999,-0.099999994,5.9604646e-09,0.2,0.25,0.3,0.10000001,0.10000001,0.10000001,0.2,0.15,0.10000001,0.05000001,0.15,0.2,2.9802323e-09,-0.2,-0.2,-2.9802323e-09,0.099999994,0.14999999,0.19999999,0.09999999,0.049999986,-1.4156103e-08,0.049999986,0.24999999,-0.45000002,-0.35000002,-0.3,-0.3,-0.20000002,-1.7881394e-08,-0.70000005,-0.8000001,-0.10000007,-0.30000007,-0.30000007,-0.40000007,-0.50000006,-0.40000007,-0.6000001,-0.4000001,-0.4000001,-0.4000001,-0.4000001,-0.35000008,-0.4000001,-0.6000001,-0.6500001,-0.7000001,-0.6000001,-0.6000001,0.09999992,0.29999992,0.19999993,-0.50000006,0.19999994,0.24999994,0.19999994,-0.50000006,-0.5500001,-0.6500001,-0.6000001,0.09999992,0.19999991,-0.50000006,-1.2,-0.50000006,-0.40000007,-0.45000008,-0.35000008,-0.30000007,-0.50000006,-0.5500001,-0.75000006,-0.75000006,-0.8000001,-0.8000001,-0.10000007,-0.30000007,-0.50000006,-0.6000001,-0.6000001
48,0.0,-0.1,-0.15,0.049999993,0.75,0.05,0.15,0.050000004,-0.14999999,-0.14999999,-0.14999999,-0.099999994,5.9604646e-09,5.9604646e-09,0.2,0.3,0.25,0.15,-0.049999993,-0.099999994,5.9604646e-09,-0.049999993,-0.14999999,0.55,0.65000004,0.65000004,0.65000004,0.6,-0.09999998,2.0861625e-08,0.20000002,0.15000002,0.20000002,0.20000002,0.20000002,0.4,0.2,0.4,0.5,-0.2,-0.15,-0.10000001,-0.05000001,-0.15,-0.35,-0.29999998,-0.19999999,-0.9,-0.19999997,-0.19999997,-0.09999997,-0.19999997,-0.24999997,-0.24999997,-0.44999996,-0.34999996,-0.24999997,-0.44999996,-0.49999997,-0.7,1.1920929e-08,0.050000012,0.25,-0.45,-0.35,-0.4,-0.45000002,-0.45000002,-0.4,-0.45000002,-0.25000003,-0.05000003,-0.75000006,-0.8000001,-0.8500001,-0.9500001,-0.8500001,-0.15000008,-0.05000008,-0.2500001,-0.3000001,-0.1000001,-0.1000001,-0.050000098,-0.1500001,0.049999904,-0.1500001,-0.8500001,-0.8500001,-0.6500001,-0.4500001,-0.25000012,-0.30000013,-0.25000012,-0.15000013,-0.25000012,-0.05000012,-0.10000012,-1.2069941e-07,-0.10000012,-0.10000012
