RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,PointProbability,prefix
0,0,1,2022,1.0,48.6000003269,1.40000095335,-4.24242713137,0.0,-9.99999090909e-09,245.757572859,-12904.7194614,12908.9618885,-48.6000003269,-1.40000095335,0.0,57.12674,1.0,1.0,1
0,1,1,2022,1.0,48.6000003333,1.40000127325,-4.24242810076,0.0,-9.99999090909e-09,241.515144748,-12904.7274918,12908.9699199,-48.6000003333,-1.40000127325,0.0,59.55021,1.0,1.0,1
0,2,1,2022,1.0,48.6000003253,1.40000088975,-4.24242693864,0.0,-9.99999090909e-09,237.272717799,-12904.7523625,12908.9947894,-48.6000003253,-1.40000088975,0.0,56.5536,1.0,1.0,1
0,3,1,2022,1.0,48.6000003275,1.40000095733,-4.24242714344,0.0,-9.99999090909e-09,233.030290646,-12904.7986787,12909.0411058,-48.6000003275,-1.40000095733,0.0,57.37142,1.0,1.0,1
0,4,1,2022,1.0,48.6000003328,1.40353995404,-4.25315137588,0.0,-9.99999090909e-09,228.77713926,-12904.8089498,12909.0621012,-48.6000003328,-1.40353995404,0.0,59.34718,1.0,1.0,1
0,5,1,2022,1.0,48.6000003622,2.88353865015,-8.73799590954,0.0,-9.99999090909e-09,220.03914334,-12902.2917854,12911.0297814,-48.6000003622,-2.88353865015,0.0,73.45707,1.0,1.0,1
0,6,1,2022,1.0,48.6000003732,4.36234953312,-13.2192410095,0.0,-9.99999090909e-09,206.819902321,-12900.0112509,12913.2304919,-48.6000003732,-4.36234953312,0.0,80.58362,1.0,1.0,1
0,7,1,2022,1.0,48.6000003622,2.88235025312,-8.73439470642,9.88196724511,-9.99999090909e-09,207.96747485,-12908.0293717,12906.8817991,-48.6000003622,-2.88235025312,0.28234193,73.41756,1.0,1.0,1
0,8,1,2022,1.0,48.6000003092,1.40235076396,-4.24954776958,25.0145573525,-9.99999090909e-09,228.732484423,-12893.184227,12872.4192174,-48.6000003092,-1.40235076396,0.714701643,51.4256,1.0,1.0,1
0,9,1,2022,1.0,48.6000002453,1.40000028419,-4.2424251036,28.927048876,-9.99999090909e-09,253.417108185,-12919.1803641,12894.4957404,-48.6000002453,-1.40000028419,0.826487114,37.7701,1.0,1.0,1
0,10,1,2022,1.0,48.6000002189,1.40000025139,-4.24242500422,29.2013492336,-9.99999090909e-09,278.376032404,-12920.5372639,12895.5783397,-48.6000002189,-1.40000025139,0.834324267,34.03336,1.0,1.0,1
0,11,1,2022,1.0,48.6000001394,1.4000002022,-4.24242485515,28.1736526933,-9.99999090909e-09,302.307260232,-12921.622486,12897.6912582,-48.6000001394,-1.4000002022,0.804961509,26.22687,1.0,1.0,1
0,12,1,2022,1.0,48.6000001298,1.40000019869,-4.24242484451,27.0727737422,-9.99999090909e-09,325.13760912,-12921.0319009,12898.201552,-48.6000001298,-1.40000019869,0.773507825,25.52176,1.0,1.0,1
0,13,1,2022,1.0,48.6000001566,1.40000020959,-4.24242487756,28.057696432,-9.99999090909e-09,348.952880664,-12921.752743,12897.9374715,-48.6000001566,-1.40000020959,0.801648473,27.5976,1.0,1.0,1
0,14,1,2022,1.0,48.6000001895,1.42177910966,-4.30842154442,29.0366806367,-9.99999090909e-09,373.681139747,-12921.902302,12897.1740429,-48.6000001895,-1.42177910966,0.82961945,30.66576,1.0,1.0,1
0,15,1,2022,1.0,48.600000314,2.90177888251,-8.79326934095,27.2315240137,-9.99999090909e-09,392.119394409,-12917.5033783,12899.0651236,-48.600000314,-2.90177888251,0.778043547,52.84729,1.0,1.0,1
0,16,1,2022,1.0,48.600000372,4.38177872569,-13.2781173506,20.3908600803,-9.99999090909e-09,399.232137129,-12911.5790399,12904.4662972,-48.600000372,-4.38177872569,0.582596008,79.75756,1.0,1.0,1
0,17,1,2022,1.0,48.6000003838,5.86177852122,-17.7629652158,0.0,-9.99999090909e-09,381.469171903,-12900.5489889,12918.3119541,-48.6000003838,-5.86177852122,0.0,88.99185,1.0,1.0,1
