RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,prefix,ProbabilityWeight,PointProbability
0,82,1,2022,1.0,48.6000002763,1.40000050961,-4.24242578669,38.3657733858,-9.99999090909e-09,80.4180215917,-25437.8671669,25403.7438193,-48.6000002763,-1.40000050961,0.799286947,43.35258,1,1.0,1.0
0,83,1,2022,1.0,48.6000002481,1.40000038844,-4.24242541952,37.0960903819,-9.99999090909e-09,113.271686544,-25437.2959369,25404.4422719,-48.6000002481,-1.40000038844,0.772835218,38.2116,1,1.0,1.0
0,84,1,2022,1.0,48.6000002463,1.40000038203,-4.2424254001,14.236135322,-9.99999090909e-09,123.265396456,-25425.7724989,25415.778789,-48.6000002463,-1.40000038203,0.296586159,37.93029,1,1.0,1.0
0,85,1,2022,1.0,48.6000002515,1.47977999235,-4.48418179499,35.5966873926,-9.99999090909e-09,154.377902044,-25439.7544834,25408.6419778,-48.6000002515,-1.47977999235,0.741597656,38.76708,1,1.0,1.0
0,86,1,2022,1.0,48.6000002687,2.95977960052,-8.96902909248,36.4970018018,-9.99999090909e-09,181.905874743,-25432.7717664,25405.2437937,-48.6000002687,-2.95977960052,0.760354206,41.82833,1,1.0,1.0
0,87,1,2022,1.0,48.6000003234,4.43977939716,-13.4538769611,34.2158598588,-9.99999090909e-09,202.667857631,-25422.0707801,25401.3087972,-48.6000003234,-4.43977939716,0.712830416,55.8933,1,1.0,1.0
0,88,1,2022,1.0,48.600000369,5.91977921808,-17.9387249033,24.2648232306,-9.99999090909e-09,208.993955948,-25419.2277644,25412.901666,-48.600000369,-5.91977921808,0.505517155,77.68239,1,1.0,1.0
0,89,1,2022,1.0,48.6000003862,7.39977893207,-22.4235725214,0.0,-9.99999090909e-09,186.570383416,-25410.6538694,25433.0774419,-48.6000003862,-7.39977893207,0.0,91.12842,1,1.0,1.0
0,90,1,2022,1.0,48.6000003795,7.39999970819,-22.42424154,0.0,-9.99999090909e-09,164.146141866,-25410.8413448,25433.2655863,-48.6000003795,-7.39999970819,0.0,85.34998,1,1.0,1.0
0,91,1,2022,1.0,48.6000003709,7.39999958783,-22.4242411752,0.0,-9.99999090909e-09,141.721900681,-25411.0213635,25433.4456047,-48.6000003709,-7.39999958783,0.0,78.98459,1,1.0,1.0
0,92,1,2022,1.0,48.6000003683,7.39999954437,-22.4242410435,0.0,-9.99999090909e-09,119.297659628,-25411.1871774,25433.6114185,-48.6000003683,-7.39999954437,0.0,77.23574,1,1.0,1.0
0,93,1,2022,1.0,48.600000354,6.53443446059,-19.8013165473,0.0,-9.99999090909e-09,99.4963430704,-25412.7552383,25432.5565548,-48.600000354,-6.53443446059,0.0,68.84877,1,1.0,1.0
0,94,1,2022,1.0,48.6000003354,5.05443544135,-15.3164710344,0.0,-9.99999090909e-09,84.179872026,-25415.2516273,25430.5680984,-48.6000003354,-5.05443544135,0.0,60.37552,1,1.0,1.0
0,95,1,2022,1.0,48.6000003287,3.57443634062,-10.8316252746,0.0,-9.99999090909e-09,73.3482467414,-25417.6528996,25428.4845249,-48.6000003287,-3.57443634062,0.0,57.79799,1,1.0,1.0
0,96,1,2022,1.0,48.6000003081,2.09443742221,-6.3467800673,0.0,-9.99999090909e-09,67.0014666641,-25419.9596403,25426.3064203,-48.6000003081,-2.09443742221,0.0,51.09624,1,1.0,1.0
0,97,1,2022,1.0,48.6000002991,1.40000082076,-4.24242672957,0.0,-9.99999090909e-09,62.7590399246,-25421.0005159,25425.2429427,-48.6000002991,-1.40000082076,0.0,48.63166,1,1.0,1.0
0,98,1,2022,1.0,48.6000002952,1.40000075251,-4.24242652276,0.0,-9.99999090909e-09,58.5166133918,-25420.9691218,25425.2115483,-48.6000002952,-1.40000075251,0.0,47.657,1,1.0,1.0
0,99,1,2022,1.0,48.6000002927,1.40000071321,-4.24242640368,0.0,-9.99999090909e-09,54.2741869781,-25420.9658321,25425.2082585,-48.6000002927,-1.40000071321,0.0,47.025,1,1.0,1.0
0,100,1,2022,1.0,48.6000002945,2.53662757737,-7.68675023447,0.0,-9.99999090909e-09,46.5874367337,-25419.2810608,25426.967811,-48.6000002945,-2.53662757737,0.0,47.47207,1,1.0,1.0
0,101,1,2022,1.0,48.6000003209,4.01662683773,-12.171596478,0.0,-9.99999090909e-09,34.4158402457,-25416.9931367,25429.1647332,-48.6000003209,-4.01662683773,0.0,55.04952,1,1.0,1.0
0,102,1,2022,1.0,48.6000003665,5.49662630279,-16.6564433418,0.0,-9.99999090909e-09,17.7593968939,-25414.4470843,25431.1035276,-48.6000003665,-5.49662630279,0.0,76.08512,1,1.0,1.0
0,103,1,2022,1.0,48.6000003669,5.86059892514,-17.7593906822,0.0,-9.99999090909e-09,6.201660374e-06,-25413.3182632,25431.0776539,-48.6000003669,-5.86059892514,0.0,76.34301,1,1.0,1.0
0,104,1,2022,1.0,48.6000003222,4.3805994546,-13.2745438018,31.1636014123,-9.99999090909e-09,17.8890638021,-25428.4599218,25410.5708642,-48.6000003222,-4.3805994546,0.6492417,55.4978,1,1.0,1.0
0,105,1,2022,1.0,48.6000002987,2.9005999744,-8.78969689211,37.0216845266,-9.99999090909e-09,46.1210514266,-25433.8238813,25405.5918936,-48.6000002987,-2.9005999744,0.771285097,48.53705,1,1.0,1.0
0,106,1,2022,1.0,48.6000002828,1.42060083595,-4.30485101804,37.9592753995,-9.99999090909e-09,79.775475798,-25436.6017665,25402.9473422,-48.6000002828,-1.42060083595,0.79081824,44.74779,1,1.0,1.0
0,107,1,2022,1.0,48.6000002557,1.40000057223,-4.24242597646,36.7798250989,-9.99999090909e-09,112.31287491,-25436.2458136,25403.7084145,-48.6000002557,-1.40000057223,0.766246359,39.48103,1,1.0,1.0
0,108,1,2022,1.0,48.6000002556,1.40000057368,-4.24242598086,26.6954377013,-9.99999090909e-09,134.765886621,-25432.4088734,25409.9558617,-48.6000002556,-1.40000057368,0.556154957,39.45606,1,1.0,1.0
0,109,1,2022,1.0,48.6000002582,1.48325615248,-4.49471561358,35.6328371978,-9.99999090909e-09,165.904008195,-25439.2407722,25408.1026506,-48.6000002582,-1.48325615248,0.742350778,39.90647,1,1.0,1.0
0,110,1,2022,1.0,48.6000002803,2.96325555503,-8.97956228796,36.6755207119,-9.99999090909e-09,193.599966609,-25433.2838933,25405.5879349,-48.6000002803,-2.96325555503,0.764073351,44.20324,1,1.0,1.0
0,111,1,2022,1.0,48.6000003243,4.44325521154,-13.464409732,34.5746188669,-9.99999090909e-09,214.710175734,-25421.8859477,25400.7757385,-48.6000003243,-4.44325521154,0.720304563,56.22791,1,1.0,1.0
0,112,1,2022,1.0,48.6000003704,5.92325484568,-17.9492571081,25.4660520403,-9.99999090909e-09,222.226970656,-25419.4297377,25411.9129428,-48.6000003704,-5.92325484568,0.530542756,78.65586,1,1.0,1.0
