RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,prefix,PointProbability
0,72,1,2022,1.0,48.6000003148,2.88146888733,-8.73172390099,0.0,-9.99999090909e-09,56.4818434801,-99995.6262487,100004.357973,-48.6000003148,-2.88146888733,0.0,53.09766,1.0,1,1.0
0,73,1,2022,1.0,48.6000003074,1.40146957555,-4.24687750166,0.0,-9.99999090909e-09,52.2349659685,-99997.8744175,100002.121295,-48.6000003074,-1.40146957555,0.0,50.89428,1.0,1,1.0
0,74,1,2022,1.0,48.6000003056,1.40000067166,-4.24242627776,0.0,-9.99999090909e-09,47.9925396807,-99997.8772148,100002.119641,-48.6000003056,-1.40000067166,0.0,50.39583,1.0,1,1.0
0,75,1,2022,1.0,48.6000003039,1.40000064913,-4.2424262095,0.0,-9.99999090909e-09,43.7501134612,-99997.2039603,100001.446386,-48.6000003039,-1.40000064913,0.0,49.9353,1.0,1,1.0
0,76,1,2022,1.0,48.6000003067,1.40271753906,-4.25065920928,0.0,-9.99999090909e-09,39.4994542419,-99997.8683645,100002.119024,-48.6000003067,-1.40271753906,0.0,50.71179,1.0,1,1.0
0,77,1,2022,1.0,48.6000003309,2.88271685082,-8.73550560856,0.0,-9.99999090909e-09,30.7639486234,-99995.6135382,100004.349044,-48.6000003309,-2.88271685082,0.0,58.61749,1.0,1,1.0
0,78,1,2022,1.0,48.6000003745,4.36271635838,-13.2203526011,0.0,-9.99999090909e-09,17.5435960122,-99993.352464,100006.572817,-48.6000003745,-4.36271635838,0.0,81.49948,1.0,1,1.0
0,79,1,2022,1.0,48.6000003688,5.78938368367,-17.5435869202,0.0,-9.99999090909e-09,9.08200073429e-06,-99991.3497636,100008.89335,-48.6000003688,-5.78938368367,0.0,77.56713,1.0,1,1.0
0,80,1,2022,1.0,48.6000003285,4.30938430922,-13.058740331,29.0700008248,-9.99999090909e-09,16.0112695658,-100007.807347,99991.7960869,-48.6000003285,-4.30938430922,0.646000022,57.70217,1.0,1,1.0
0,81,1,2022,1.0,48.6000002999,2.82938508194,-8.5738941877,34.8833244434,-9.99999090909e-09,42.3206998115,-100012.795677,99986.486247,-48.6000002999,-2.82938508194,0.77518499,48.85706,1.0,1,1.0
