RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,PointProbability,prefix
0,0,1,2022,1.0,48.6000003248,1.40063667648,-4.24435356508,0.0,-9.99999079529e-09,245.755646425,-17863.8580763,17868.1024299,-48.6000003248,-1.40063667648,0.0,57.12674,1.0,1.0,1
0,1,1,2022,1.0,48.6000003314,1.47741392429,-4.47701189178,0.0,-9.99999079529e-09,241.278634523,-17863.1377495,17867.6147614,-48.6000003314,-1.47741392429,0.0,59.55021,1.0,1.0,1
0,2,1,2022,1.0,48.6000003232,2.95260546498,-8.94728928781,0.0,-9.99999079529e-09,232.331345225,-17860.2574322,17869.2047215,-48.6000003232,-2.95260546498,0.0,56.5536,1.0,1.0,1
0,3,1,2022,1.0,48.6000003255,4.4326034509,-13.4321316694,0.0,-9.99999079529e-09,218.899213546,-17330.4201284,17343.8522601,-48.6000003255,-4.4326034509,0.0,57.37142,1.0,1.0,1
0,4,1,2022,1.0,48.6000003308,5.91260220713,-17.9169763853,0.0,-9.99999079529e-09,200.982237151,-17854.1614992,17872.0784756,-48.6000003308,-5.91260220713,0.0,59.34718,1.0,1.0,1
0,5,1,2022,1.0,48.6000003607,7.39260132821,-22.4018222067,0.0,-9.99999079529e-09,178.580414934,-17851.6008136,17874.0026358,-48.6000003607,-7.39260132821,0.0,73.45707,1.0,1.0,1
0,6,1,2022,1.0,48.6000003718,6.227712625,-18.8718564394,0.0,-9.99999079529e-09,159.708558485,-17854.121565,17872.9934214,-48.6000003718,-6.227712625,0.0,80.58362,1.0,1.0,1
0,7,1,2022,1.0,48.6000003606,4.74771310896,-14.3870094211,15.5288058467,-9.99999079529e-09,160.8503549,-17852.8496038,17851.7078074,-48.6000003606,-4.74771310896,0.28234193,73.41756,1.0,1.0,1
0,8,1,2022,1.0,48.6000003069,3.26771339509,-9.9021618033,39.3085902976,-9.99999079529e-09,190.256783384,-17869.367166,17839.9607375,-48.6000003069,-3.26771339509,0.714701643,51.4256,1.0,1.0,1
0,9,1,2022,1.0,48.6000002421,1.78771380593,-5.41731456342,45.4567912629,-9.99999079529e-09,230.296260074,-17883.8959627,17843.856486,-48.6000002421,-1.78771380593,0.826487114,37.7701,1.0,1.0,1
0,10,1,2022,1.0,48.6000002152,1.40000033334,-4.24242525254,45.8878346843,-9.99999079529e-09,271.941669496,-17892.6335444,17850.988135,-48.6000002152,-1.40000033334,0.834324267,34.03336,1.0,1.0,1
0,11,1,2022,1.0,48.6000001343,1.40000024988,-4.24242499963,44.2728829803,-9.99999079529e-09,311.972127466,-17898.6049639,17858.5745059,-48.6000001343,-1.40000024988,0.804961509,26.22687,1.0,1.0,1
0,12,1,2022,1.0,48.6000001245,1.40000024249,-4.24242497723,42.5429303453,-9.99999079529e-09,350.272632824,-17897.7681156,17859.4676103,-48.6000001245,-1.40000024249,0.773507825,25.52176,1.0,1.0,1
0,13,1,2022,1.0,48.6000001518,1.40000024999,-4.24242499998,44.0906660034,-9.99999079529e-09,390.120873818,-17884.2807112,17844.4324702,-48.6000001518,-1.40000024999,0.801648473,27.5976,1.0,1.0,1
0,14,1,2022,1.0,48.6000001854,2.87895125279,-8.72409470542,45.6290697577,-9.99999079529e-09,427.02584886,-17905.9629422,17869.0579672,-48.6000001854,-2.87895125279,0.82961945,30.66576,1.0,1.0,1
0,15,1,2022,1.0,48.6000003117,4.35895096104,-13.2089423062,42.7923950685,-9.99999079529e-09,456.609301613,-17868.2224409,17838.6389881,-48.6000003117,-4.35895096104,0.778043547,52.84729,1.0,1.0,1
0,16,1,2022,1.0,48.6000003706,5.83895074552,-17.6937901379,32.0427803202,-9.99999079529e-09,470.958291785,-17858.6962755,17844.3472853,-48.6000003706,-5.83895074552,0.582596008,79.75756,1.0,1.0,1
0,17,1,2022,1.0,48.6000003826,7.31895037693,-22.1786375058,0.0,-9.99999079529e-09,448.779654269,-17868.0116652,17890.1903027,-48.6000003826,-7.31895037693,0.0,88.99185,1.0,1.0,1
0,18,1,2022,1.0,48.6000003826,7.39999969131,-22.4242414888,0.0,-9.99999079529e-09,426.35541277,-17867.2816667,17889.7059081,-48.6000003826,-7.39999969131,0.0,88.99063,1.0,1.0,1
0,19,1,2022,1.0,48.6000003782,7.39999961985,-22.4242412723,0.0,-9.99999079529e-09,403.931171488,-17867.2024391,17889.6266804,-48.6000003782,-7.39999961985,0.0,85.43244,1.0,1.0,1
0,20,1,2022,1.0,48.6000003714,7.39999945764,-22.4242407807,0.0,-9.99999079529e-09,381.506930697,-17867.1456157,17889.5698565,-48.6000003714,-7.39999945764,0.0,80.30144,1.0,1.0,1
0,21,1,2022,1.0,48.6000003667,7.39999929825,-22.4242402977,0.0,-9.99999079529e-09,359.082690389,-17867.0789051,17889.5031454,-48.6000003667,-7.39999929825,0.0,77.15872,1.0,1.0,1
0,22,1,2022,1.0,48.6000003614,7.39999912246,-22.424239765,0.0,-9.99999079529e-09,336.658450614,-17867.0391029,17889.4633427,-48.6000003614,-7.39999912246,0.0,73.88486,1.0,1.0,1
0,23,1,2022,1.0,48.6000003424,7.39579822875,-22.4115097841,0.0,-9.99999079529e-09,314.24694082,-17867.0339156,17889.4454254,-48.6000003424,-7.39579822875,0.0,64.09682,1.0,1.0,1
0,24,1,2022,1.0,48.6000003422,7.3965887461,-22.4139052912,0.0,-9.99999079529e-09,291.833035519,-17866.9772594,17889.3911647,-48.6000003422,-7.3965887461,0.0,64.01535,1.0,1.0,1
0,25,1,2022,1.0,48.6000003367,7.38461491409,-22.3776209518,0.0,-9.99999079529e-09,269.455414557,-17867.0039878,17889.3816087,-48.6000003367,-7.38461491409,0.0,61.65566,1.0,1.0,1
0,26,1,2022,1.0,48.6000003358,7.37653741158,-22.3531436715,0.0,-9.99999079529e-09,247.102270876,-17866.9551527,17889.3082964,-48.6000003358,-7.37653741158,0.0,61.31678,1.0,1.0,1
0,27,1,2022,1.0,48.6000003349,7.33865003656,-22.2383334441,0.0,-9.99999079529e-09,224.863937422,-17866.8620365,17889.10037,-48.6000003349,-7.33865003656,0.0,60.94829,1.0,1.0,1
0,28,1,2022,1.0,48.6000003397,7.39539888095,-22.4102996392,0.0,-9.99999079529e-09,202.453637772,-17866.4676152,17888.8779149,-48.6000003397,-7.39539888095,0.0,62.95105,1.0,1.0,1
0,29,1,2022,1.0,48.6000003572,7.32715506318,-22.2035001915,0.0,-9.99999079529e-09,180.250137571,-17866.0820592,17888.2855594,-48.6000003572,-7.32715506318,0.0,71.46624,1.0,1.0,1
0,30,1,2022,1.0,48.6000003608,5.84715595521,-17.7186544097,0.0,-9.99999079529e-09,162.531483151,-17867.7069255,17885.4255799,-48.6000003608,-5.84715595521,0.0,73.52977,1.0,1.0,1
0,31,1,2022,1.0,48.6000003528,4.36715635747,-13.2338071438,0.0,-9.99999079529e-09,149.297675997,-17868.8493125,17882.0831196,-48.6000003528,-4.36715635747,0.0,69.10411,1.0,1.0,1
0,32,1,2022,1.0,48.6000003037,2.88715664528,-8.74895953115,38.7508921546,-9.99999079529e-09,179.299608611,-17884.453377,17854.4514444,-48.6000003037,-2.88715664528,0.704561677,50.51637,1.0,1.0,1
0,33,1,2022,1.0,48.6000002421,1.40715706021,-4.26411230367,45.0902501299,-9.99999079529e-09,220.125746427,-17884.7758814,17843.9497436,-48.6000002421,-1.40715706021,0.81982273,37.76998,1.0,1.0,1
0,34,1,2022,1.0,48.6000001877,1.40000031166,-4.24242518685,45.7083583408,-9.99999079529e-09,261.591679571,-17885.2066763,17843.7407432,-48.6000001877,-1.40000031166,0.831061061,30.89922,1.0,1.0,1
0,35,1,2022,1.0,48.6000001342,1.40000026428,-4.24242504328,44.040409184,-9.99999079529e-09,301.389663702,-17885.9701827,17846.1721986,-48.6000001342,-1.40000026428,0.800734713,26.22508,1.0,1.0,1
0,36,1,2022,1.0,48.600000112,1.40000025121,-4.24242500366,42.2724113968,-9.99999079529e-09,339.419650085,-17888.1130125,17850.0830261,-48.600000112,-1.40000025121,0.768589299,24.67197,1.0,1.0,1
0,37,1,2022,1.0,48.6000001226,1.40000025708,-4.24242502146,43.0158780303,-9.99999079529e-09,378.193103084,-17898.796372,17860.022919,-48.6000001226,-1.40000025708,0.782106874,25.38616,1.0,1.0,1
0,38,1,2022,1.0,48.6000001728,1.58260722772,-4.79577947794,44.3405064043,-9.99999079529e-09,417.73783,-17916.2486128,17876.7038859,-48.6000001728,-1.58260722772,0.806191026,29.43688,1.0,1.0,1
0,39,1,2022,1.0,48.6000003049,3.06260692669,-9.28062705059,42.1241537323,-9.99999079529e-09,450.581356672,-17880.8169865,17847.9734599,-48.6000003049,-3.06260692669,0.765893705,50.86402,1.0,1.0,1
0,40,1,2022,1.0,48.6000003619,4.5426067017,-13.7654748536,31.4371607227,-9.99999079529e-09,468.253042531,-17869.5893751,17851.9176893,-48.6000003619,-4.5426067017,0.571584743,74.19474,1.0,1.0,1
0,41,1,2022,1.0,48.6000003821,6.02260635467,-18.2503222869,0.0,-9.99999079529e-09,450.002720234,-17869.7463454,17887.9966677,-48.6000003821,-6.02260635467,0.0,88.59984,1.0,1.0,1
0,42,1,2022,1.0,48.6000003789,7.39999964581,-22.4242413509,0.0,-9.99999079529e-09,427.578478873,-17866.908783,17889.3330244,-48.6000003789,-7.39999964581,0.0,85.9904,1.0,1.0,1
0,43,1,2022,1.0,48.6000003773,7.39999959623,-22.4242412007,0.0,-9.99999079529e-09,405.154237662,-17866.7564549,17889.1806961,-48.6000003773,-7.39999959623,0.0,84.67528,1.0,1.0,1
0,44,1,2022,1.0,48.6000003723,7.39999944057,-22.424240729,0.0,-9.99999079529e-09,382.729996923,-17866.6448674,17889.0691081,-48.6000003723,-7.39999944057,0.0,80.94031,1.0,1.0,1
0,45,1,2022,1.0,48.6000003623,7.39999894515,-22.4242392277,0.0,-9.99999079529e-09,360.305757686,-17866.5392771,17888.9635163,-48.6000003623,-7.39999894515,0.0,74.39512,1.0,1.0,1
0,46,1,2022,1.0,48.6000003526,7.39975266531,-22.4234929252,0.0,-9.99999079529e-09,337.882264751,-17866.4776163,17888.9011093,-48.6000003526,-7.39975266531,0.0,69.03863,1.0,1.0,1
0,47,1,2022,1.0,48.6000003475,7.39816061243,-22.4186685225,0.0,-9.99999079529e-09,315.463596218,-17866.4185381,17888.8372067,-48.6000003475,-7.39816061243,0.0,66.49562,1.0,1.0,1
0,48,1,2022,1.0,48.6000003441,7.39676917613,-22.4144520489,0.0,-9.99999079529e-09,293.049144159,-17866.3610315,17888.7754835,-48.6000003441,-7.39676917613,0.0,64.8736,1.0,1.0,1
0,49,1,2022,1.0,48.6000003425,7.39616776053,-22.4126295774,0.0,-9.99999079529e-09,270.636514572,-17866.3053366,17888.7179662,-48.6000003425,-7.39616776053,0.0,64.17055,1.0,1.0,1
0,50,1,2022,1.0,48.6000003417,7.39585828143,-22.4116917619,0.0,-9.99999079529e-09,248.2248228,-17866.2311199,17888.6428117,-48.6000003417,-7.39585828143,0.0,63.81596,1.0,1.0,1
0,51,1,2022,1.0,48.6000003405,7.39458785602,-22.4078419879,0.0,-9.99999079529e-09,225.816980802,-17866.1774254,17888.5852674,-48.6000003405,-7.39458785602,0.0,63.26414,1.0,1.0,1
0,52,1,2022,1.0,48.600000345,7.39819544871,-22.418774087,0.0,-9.99999079529e-09,203.398206705,-17866.0561976,17888.4749717,-48.600000345,-7.39819544871,0.0,65.29651,1.0,1.0,1
0,53,1,2022,1.0,48.6000003647,7.39999930972,-22.4242403325,0.0,-9.99999079529e-09,180.973966362,-17865.8807104,17888.3049508,-48.6000003647,-7.39999930972,0.0,75.91069,1.0,1.0,1
0,54,1,2022,1.0,48.6000003943,7.39999983282,-22.4242419176,0.0,-9.99999079529e-09,158.549724435,-17865.6135071,17888.037749,-48.6000003943,-7.39999983282,0.0,100.42028,1.0,1.0,1
